Text,Emotion,Intensity,Clean_Text
For a moment I found myself smiling,joy,0.54,moment find smile
@globemartyk 'drunken patroons' make this whole situation much more jovial though.,joy,0.54,drunken patroon situation jovial
Watch this amazing live.ly broadcast by @flydudern #lively #musically,joy,0.538,watch amazing broadcast
"@PersephoneOD Her cheerful voice echoed through the grand, familiar home, a smile blossoming on my rosy brims, 'Mom.' I reciprocated the --",joy,0.537,cheerful voice echo grand familiar home smile blossoming rosy brim mom reciprocate
"Just watched Django Unchained, Other people may frown, but I titter in delight! 2/5",joy,0.536,watch django unchain people frown titter delight
My future must be bright af.,joy,0.536,future bright af
"She gave a playful wink, taking the goggles off her head, swinging them around her finger. 'I would never~' @VerminEngineer",joy,0.534,give playful wink take goggle head swinge finger
Watch this amazing live.ly broadcast by @elise_awsome_11  #musically,joy,0.533,watch amazing broadcast
Live simply. Dream big. Be grateful. Give love. Laugh lots. - Unknown #quote #inspiration ,joy,0.522,live simply dream big grateful love laugh lot unknown
"On the bright side, my music theory teacher just pocket dabbed and said, 'I know what's hip.' And walked away ðŸ˜‚ðŸ˜­",joy,0.521,bright music theory teacher pocket dab say know hip walk away
Watch this amazing live.ly broadcast by @paulzimmer  #musically,joy,0.521,watch amazing broadcast
"@yoursecretsub1 Trust me dear, if you want to make anything invisible, hang a wet paint on it, and hilarity will ensue.",joy,0.521,trust dear want invisible hang wet paint hilarity ensue
Watch this amazing live.ly broadcast by @swagrman_fan  #musically,joy,0.521,watch amazing broadcast
"Vacation wise, Egypt offers great places, amazing scenery, bright skies and good weather at a very good and affordable price for students.",joy,0.521,vacation wise egypt offer great place amazing scenery bright sky good weather good affordable price student
Gotta hit up breezy every day to make sure he's breaking in my boots. First class friend right there,joy,0.521,get to hit breezy day sure break boot class friend right
Watch this amazing live.ly broadcast by @kaylaaa_sartorious  #musically,joy,0.521,watch amazing broadcast
15 minutes of yoga to your breakfast routine will change your day #preparation #sunriseyoga #bodyawareness #health #yoga  #stretch,joy,0.521,minute yoga breakfast routine change day
Watch this amazing live.ly broadcast by @jaredhorgan  #musically,joy,0.521,watch amazing broadcast
"Quote_Soup: Be happy not because everything is good, but because you can see the good side of everything. #optimism",joy,0.521,happy good good
Every single problem we ever face can be solved with a nice blend patience and optimism,joy,0.521,single problem face solve nice blend patience optimism
Transitioning to a new job is hard when you have nothing but joyful memories of the previous one. Thanks @LifeTeen for changing my life! â¤ï¸,joy,0.521,transition new job hard joyful memory previous thank change life
"Accept the challenges, So that you may feel the exhilaration of victory.\n\nTOMIHO IpaglabanMo TapingDay2",joy,0.521,accept challenge feel exhilaration ipaglabanmo
@BattleSmitten \n\nother begin telling a 'story' he realized that she was making an attempt at cheering him up. It was sweet of her and so âž¤,joy,0.521,begin tell story realize make attempt cheer sweet âž
Time to go hit up the library - I have a lovely PILE of book reservations to collect this morning...  #books #reading,joy,0.521,time hit library lovely pile book reservation collect morning
Not untill today has anyone ever said to me they remember what I had on over 7 years ago when they met me n liked me since #cutealert ,joy,0.521,untill today say remember year ago meet n like
It is no coincidence that Lacan recorded infants' jubilant reactions to their mirror images in the noise.,joy,0.52,coincidence lacan record infant jubilant reaction mirror image noise
"Be happy. Be who you want to be. If others don't like it, then let them be. Happiness is a choice. Life isn't about pleasing everybody....",joy,0.52,happy want like let happiness choice life please everybody
Accept the challenges so that you can feel the exhilaration of victory!!,joy,0.52,accept challenge feel exhilaration victory
"Another joyful encounter in Tribez &amp; Castlez! I just met Mouchole, Ogre Cook! Do you want to know who that is? Download the game and find...",joy,0.52,joyful encounter tribez amp castlez meet mouchole ogre cook want know download game find
@bodwell_james did it not just enliven your soul,joy,0.52,enliven soul
A 'non-permissive environment' is also called a 'battleground' - #MilSpeak #hilarious,joy,0.52,non permissive environment call battleground
"@samvirwin fancy! I have some of those and I have never put them up, I should do that. Also, I vote jaunty angles then no one will judge",joy,0.52,fancy vote jaunty angle judge
@sportinglifecan I keep a down vest or sweater in my pack year round! Helps on chilly mornings or breezy mountain tops! #mysportinglife,joy,0.52,vest sweater pack year round help chilly morning breezy mountain top
@BertGatti not had much to cheer about you see ðŸ˜œðŸ˜‚ðŸ˜‚,joy,0.52,cheer
Watch this amazing live.ly broadcast by @haythatjamile8  #musically,joy,0.519,watch amazing broadcast
"It's not that the man did not know how to juggle, he just didn't have the balls to do it. \n#funny #pun #punny #lol #hilarious",joy,0.519,man know juggle ball
@kevinmenzel annual reminder that i don't care and will cheerfully eat anything so labeled,joy,0.519,annual reminder care cheerfully eat label
Watch this amazing live.ly broadcast by @huntermcaseyy #lively #musically,joy,0.519,watch amazing broadcast
"@gypsydragoness wrinkling up. 'Well now, looks here like your name starts with the letter G, eh?' The man smiled up and gave a hearty +",joy,0.519,wrinkle look like start letter g eh man smile give hearty
Watch this amazing live.ly broadcast by @izzybuzy365 #lively #musically,joy,0.51,watch amazing broadcast
@__PeterPanda yes bro it's actually breezy,joy,0.509,yes bro actually breezy
- the joyous occasion of laughing at the ostentatious display of disrespect. Bruce just scoffed at the entire scene. This wasn't Batmanâ€™s -,joy,0.5,joyous occasion laugh ostentatious display disrespect bruce scoff entire scene batmanâ s
@RobRiggle @joelmchale @NFLonFOX I still can't get jimmy garoppolo out of my head and it's been almost 3 weeks. Thanks a lot! ,joy,0.5,jimmy garoppolo head week thank lot
@ardit_haliti I'm so gutted. I loved her cheery disposition.,joy,0.5,gutte love cheery disposition
When you're prof suggest @Pharrell and William James may be unlikely dialogue partners and then plays the #happy video #WeAreCST,joy,0.5,prof suggest william james unlikely dialogue partner play video
"The return of Matt Damon, and of director Paul Greengrass, brings back all the exhilarating if rather po-faced entertainment to a movie",joy,0.5,return matt damon director paul greengrass bring exhilarate po face entertainment movie
Thinking about trying some comedy on youtube. Always been fond of it. Time to nut up.  #comedy #maybeoneday #hopefullyfunny #LOL,joy,0.5,thinking try comedy youtube fond time nut
"@ClaireBlair27 See, that's how you and Michelle are so cheery!",joy,0.5,michelle cheery
Watch this amazing live.ly broadcast by @brooke_bridges #lively #musically,joy,0.5,watch amazing broadcast
#LMFAO @MSNBC 's #racepimp Tamron Hall used the words 'fscts' and 'MSNBC' in the same sentence #hilarity #libtard #biasedmedia #neverHillary,joy,0.5,tamron hall word fsct msnbc sentence
Accept the challenges so that you can feel the exhilaration of victory.' - George S. Patton,joy,0.5,accept challenge feel exhilaration victory george patton
promise of restoration to the nation of israel...'everywhere you look blessing '..barns/wine overflow.Everything beautiful #joyful #do_u_see,joy,0.5,promise restoration nation israel everywhere look blessing barn wine beautiful
@biggerthanyuu He's flushed upon hearing the feeling is reciprocated. He's elated to shove himself right into his arms and hug him tightly.+,joy,0.5,flushed hearing feel reciprocate elated shove right arm hug
Why have I only just started watching glee this week I am now addicted ðŸ™„  #GLEEK,joy,0.5,start watch glee week addict ðÿ
I aspire to have Val's self confidence and optimism tbh ðŸ‘ðŸ’– #GBBO,joy,0.5,aspire val self confidence optimism tbh
"I can not depict what I feel right now.. I feel jubilant yet anxious, or..dunno. It seems like now I'm having something worth wait everyday.",joy,0.5,depict feel right feel jubilant anxious dunno like have worth wait everyday
"@bijayjanand\nIt's not just a treat for viewers to watch u as janak, it's simply a treat for our soul, mind, thoughts. #hearty respect ðŸ™ðŸ™",joy,0.5,treat viewer watch u janak simply treat soul mind thought respect ðÿ
Just now we were rejoicing that we finally won a match the draw just revealed that we are facing city next. This life sef,joy,0.5,rejoice finally win match draw reveal face city life sef
@AimiSyafiqahR go check up with your bf. He'll give u strength with just one smile. #TOPno1,joy,0.5,check bf u strength smile
"Charlotte and a friend just climbed to the top of a windmill! Think the view was easy, breezy, beautiful? @PlayHollywoodU",joy,0.5,charlotte friend climb windmill think view easy breezy beautiful
Omg. You've got to watch the new series 'This is Us'.....wow. Best tv show I've seen in a long time.\n #tears  #moretears,joy,0.5,omg got watch new series we wow good tv see long
Watch this amazing live.ly broadcast by @katyy.mae  #musically,joy,0.5,watch amazing broadcast
Watch this amazing live.ly broadcast by @hannah..mccloud  #musically,joy,0.5,watch amazing broadcast
What if.... the Metro LRT went over the Walterdale?!?! ðŸ˜‚ #yeg #levity,joy,0.5,metro lrt go walterdale
@DailyMailCeleb @KTHopkins Katie I love how you describe yourself as 'normal'. Really you're anything but! #hilarious #neverchange,joy,0.5,katie love describe normal
Watch this amazing live.ly broadcast by @kana_blender #lively #musically,joy,0.5,watch amazing broadcast
@TiburonChamber plus a hearty pour of #yachtrock by #mustacheharbor !,joy,0.5,plus hearty pour
@u4uzoma Boss I see you as someone that is jovial and funny. Tho av not met u in person.,joy,0.5,boss jovial funny tho av meet u person
"@carysmithwriter @Maria_Savva @RealRockAndRoll We're the least known band in the World, but so glad you asked #muchlove ",joy,0.5,know band world glad ask
#Talking about our #Problems is our greatest #Addiction#Break the #habitTalk about ur #Joys#quote  #problemsolving #behappy,joy,0.494,great ur
"@nw_autonate \n\n*She held the back of his skull, smiling into the kiss.*",joy,0.483,hold skull smile kiss
Watch this amazing live.ly broadcast by @ittzdevin  #musically,joy,0.483,watch amazing broadcast
Watch this amazing live.ly broadcast by @__.mila.__ #lively #musically,joy,0.482,watch amazing broadcast
Watch this amazing live.ly broadcast by @swagrman_fan #lively #musically,joy,0.481,watch amazing broadcast
#ukedchat A4 Just go outside (or to the gym hall) and play! \n#education #playful #learning,joy,0.481,outside gym hall play
it was both lively &amp; lovely @crumblepie15 @buryprofs @DittoBistro #BuffnPolish,joy,0.48,lively amp lovely
@jessbr0ughton don't be shy next time! We're a cheery bunch. :) \n\nSam. X,joy,0.48,shy time cheery bunch x
"To insure good health: Eat lightly, breathe deeply, live moderately, cultivate cheerfulness, and maintain an interest in life.",joy,0.48,insure good health eat lightly breathe deeply live moderately cultivate cheerfulness maintain interest life
